ea_id,saq14,saq01,saq02,saq03,saq04,saq05,saq06,saq07,cs2aq01,cs2aq02,cs2aq03,cs2aq04,cs2aq05,cs2aq06,cs2aq06_os,cs2aq07,cs2aq07_os,cs2aq08,cs2aq09,cs2aq10,cs2aq11
060107088800402,1. RURAL,6. BENISHANGUL GUMUZ,01,07,8,88,004,02,2. NO,2. NO,2. NO,1. YES,1. YES,1. Wood and mud,,3. Thatch,,2. NO,2. NO,,2. NO
060108010100106,2. URBAN,6. BENISHANGUL GUMUZ,01,08,1,1,001,06,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
060108010100205,2. URBAN,6. BENISHANGUL GUMUZ,01,08,1,1,002,05,2. NO,2. NO,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,1. YES
060108010100319,2. URBAN,6. BENISHANGUL GUMUZ,01,08,1,1,003,19,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
060108010100415,2. URBAN,6. BENISHANGUL GUMUZ,01,08,1,1,004,15,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,2. NO,2. NO
060201010100103,2. URBAN,6. BENISHANGUL GUMUZ,02,01,1,1,001,03,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
060201088801903,1. RURAL,6. BENISHANGUL GUMUZ,02,01,8,88,019,03,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,2. NO
060203010100106,2. URBAN,6. BENISHANGUL GUMUZ,02,03,1,1,001,06,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
060203088800704,1. RURAL,6. BENISHANGUL GUMUZ,02,03,8,88,007,04,2. NO,1. YES,2. NO,1. YES,1. YES,1. Wood and mud,,3. Thatch,,2. NO,1. YES,1. YES,2. NO
060203088802004,1. RURAL,6. BENISHANGUL GUMUZ,02,03,8,88,020,04,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,2. NO
060204020100105,2. URBAN,6. BENISHANGUL GUMUZ,02,04,2,1,001,05,2. NO,2. NO,2. NO,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,2. NO
060205040100108,2. URBAN,6. BENISHANGUL GUMUZ,02,05,4,1,001,08,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
060205088801701,1. RURAL,6. BENISHANGUL GUMUZ,02,05,8,88,017,01,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,3. Thatch,,2. NO,2. NO,,1. YES
060206020100103,2. URBAN,6. BENISHANGUL GUMUZ,02,06,2,1,001,03,2. NO,2. NO,2. NO,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,2. NO,2. NO
060206088800203,1. RURAL,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,2. NO,2. NO,2. NO,1. YES,1. YES,1. Wood and mud,,3. Thatch,,2. NO,1. YES,1. YES,1. YES
060206088800904,1. RURAL,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
060207030100102,2. URBAN,6. BENISHANGUL GUMUZ,02,07,3,1,001,02,2. NO,1. YES,2. NO,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
060207088801401,1. RURAL,6. BENISHANGUL GUMUZ,02,07,8,88,014,01,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
060302010100105,2. URBAN,6. BENISHANGUL GUMUZ,03,02,1,1,001,05,2. NO,2. NO,2. NO,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
060305010100106,2. URBAN,6. BENISHANGUL GUMUZ,03,05,1,1,001,06,1. YES,1. YES,2. NO,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
060401088802401,1. RURAL,6. BENISHANGUL GUMUZ,04,01,8,88,024,01,2. NO,2. NO,1. YES,1. YES,1. YES,1. Wood and mud,,3. Thatch,,1. YES,2. NO,,2. NO
070104088801204,1. RURAL,7. SNNP,01,04,8,88,012,04,2. NO,1. YES,1. YES,1. YES,1. YES,3. Wood,,3. Thatch,,2. NO,2. NO,,2. NO
070108088800802,1. RURAL,7. SNNP,01,08,8,88,008,02,2. NO,2. NO,2. NO,2. NO,2. NO,1. Wood and mud,,3. Thatch,,2. NO,2. NO,,2. NO
070110010100205,2. URBAN,7. SNNP,01,10,1,1,002,05,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
070112088800907,1. RURAL,7. SNNP,01,12,8,88,009,07,2. NO,1. YES,2. NO,1. YES,2. NO,3. Wood,,3. Thatch,,2. NO,2. NO,,1. YES
070205030100103,2. URBAN,7. SNNP,02,05,3,1,001,03,2. NO,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,3. Thatch,,1. YES,1. YES,1. YES,2. NO
070205088801202,1. RURAL,7. SNNP,02,05,8,88,012,02,2. NO,2. NO,2. NO,1. YES,1. YES,1. Wood and mud,,3. Thatch,,2. NO,2. NO,,2. NO
070210088801703,1. RURAL,7. SNNP,02,10,8,88,017,03,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,3. Thatch,,2. NO,2. NO,,1. YES
070211010100614,2. URBAN,7. SNNP,02,11,1,1,006,14,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
070302088800701,1. RURAL,7. SNNP,03,02,8,88,007,01,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,3. Thatch,,2. NO,1. YES,2. NO,1. YES
070305088801101,1. RURAL,7. SNNP,03,05,8,88,011,01,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
070309010100307,2. URBAN,7. SNNP,03,09,1,1,003,07,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
070403088802407,1. RURAL,7. SNNP,04,03,8,88,024,07,1. YES,1. YES,1. YES,1. YES,1. YES,2. Wood and Thatch,,3. Thatch,,2. NO,2. NO,,2. NO
070407088801207,1. RURAL,7. SNNP,04,07,8,88,012,07,2. NO,2. NO,1. YES,1. YES,1. YES,2. Wood and Thatch,,3. Thatch,,2. NO,2. NO,,2. NO
070409010100108,2. URBAN,7. SNNP,04,09,1,1,001,08,2. NO,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
070410088800810,1. RURAL,7. SNNP,04,10,8,88,008,10,2. NO,2. NO,1. YES,2. NO,1. YES,2. Wood and Thatch,,3. Thatch,,2. NO,2. NO,,1. YES
070414088800609,1. RURAL,7. SNNP,04,14,8,88,006,09,2. NO,2. NO,2. NO,2. NO,2. NO,2. Wood and Thatch,,3. Thatch,,2. NO,2. NO,,1. YES
070418088801803,1. RURAL,7. SNNP,04,18,8,88,018,03,1. YES,1. YES,1. YES,1. YES,1. YES,2. Wood and Thatch,,3. Thatch,,2. NO,2. NO,,2. NO
070420010100106,2. URBAN,7. SNNP,04,20,1,1,001,06,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,2. NO
070501088800605,1. RURAL,7. SNNP,05,01,8,88,006,05,2. NO,2. NO,1. YES,1. YES,2. NO,1. Wood and mud,,3. Thatch,,2. NO,2. NO,,2. NO
070503088801401,1. RURAL,7. SNNP,05,03,8,88,014,01,2. NO,2. NO,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,1. YES,2. NO,1. YES
070602088802005,1. RURAL,7. SNNP,06,02,8,88,020,05,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,2. NO
070603010100105,2. URBAN,7. SNNP,06,03,1,1,001,05,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
070606088801009,1. RURAL,7. SNNP,06,06,8,88,010,09,1. YES,1. YES,1. YES,2. NO,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,1. YES,2. NO,1. YES
070610088800907,1. RURAL,7. SNNP,06,10,8,88,009,07,2. NO,2. NO,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
070613010100707,2. URBAN,7. SNNP,06,13,1,1,007,07,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
070701010100104,2. URBAN,7. SNNP,07,01,1,1,001,04,2. NO,1. YES,2. NO,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,2. NO
070702088802709,1. RURAL,7. SNNP,07,02,8,88,027,09,2. NO,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,3. Thatch,,1. YES,2. NO,,1. YES
070706088801507,1. RURAL,7. SNNP,07,06,8,88,015,07,2. NO,2. NO,2. NO,2. NO,2. NO,2. Wood and Thatch,,6. Plastic Canvas,,1. YES,2. NO,,2. NO
070904030100101,2. URBAN,7. SNNP,09,04,3,1,001,01,2. NO,2. NO,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,1. YES
070904088801204,1. RURAL,7. SNNP,09,04,8,88,012,04,1. YES,1. YES,2. NO,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
070909088800504,1. RURAL,7. SNNP,09,09,8,88,005,04,2. NO,1. YES,2. NO,1. YES,2. NO,"8. Blocks, unplastered",,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
071003088801004,1. RURAL,7. SNNP,10,03,8,88,010,04,2. NO,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,1. YES
071005020100101,2. URBAN,7. SNNP,10,05,2,1,001,01,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
071008088801603,1. RURAL,7. SNNP,10,08,8,88,016,03,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,1. YES,2. NO,2. NO
071013088801005,1. RURAL,7. SNNP,10,13,8,88,010,05,2. NO,2. NO,2. NO,2. NO,1. YES,17. Reed/Bambo,,5. Bambo/Reed,,2. NO,2. NO,,2. NO
071016010100610,2. URBAN,7. SNNP,10,16,1,1,006,10,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
071104088800912,1. RURAL,7. SNNP,11,04,8,88,009,12,1. YES,2. NO,1. YES,1. YES,2. NO,1. Wood and mud,,3. Thatch,,1. YES,1. YES,2. NO,2. NO
071110010100102,2. URBAN,7. SNNP,11,10,1,1,001,02,2. NO,2. NO,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,1. YES
071110088800906,1. RURAL,7. SNNP,11,10,8,88,009,06,1. YES,2. NO,1. YES,1. YES,1. YES,1. Wood and mud,,3. Thatch,,1. YES,2. NO,,1. YES
071201088801101,1. RURAL,7. SNNP,12,01,8,88,011,01,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,3. Thatch,,2. NO,2. NO,,1. YES
071201088802507,1. RURAL,7. SNNP,12,01,8,88,025,07,1. YES,1. YES,2. NO,,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,1. YES,2. NO,1. YES
071304010100212,2. URBAN,7. SNNP,13,04,1,1,002,12,1. YES,1. YES,1. YES,2. NO,2. NO,5. Stone and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
071308010100210,2. URBAN,7. SNNP,13,08,1,1,002,10,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
071501030100102,2. URBAN,7. SNNP,15,01,3,1,001,02,2. NO,1. YES,2. NO,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
071502088801308,1. RURAL,7. SNNP,15,02,8,88,013,08,2. NO,1. YES,1. YES,1. YES,1. YES,3. Wood,,5. Bambo/Reed,,2. NO,1. YES,1. YES,1. YES
071504088803610,1. RURAL,7. SNNP,15,04,8,88,036,10,1. YES,1. YES,2. NO,1. YES,1. YES,1. Wood and mud,,3. Thatch,,1. YES,1. YES,1. YES,2. NO
071601088800404,1. RURAL,7. SNNP,16,01,8,88,004,04,2. NO,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,3. Thatch,,2. NO,1. YES,1. YES,1. YES
071601088804904,1. RURAL,7. SNNP,16,01,8,88,049,04,2. NO,2. NO,2. NO,1. YES,1. YES,1. Wood and mud,,3. Thatch,,2. NO,2. NO,,2. NO
071701030100103,2. URBAN,7. SNNP,17,01,3,1,001,03,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
071701088802301,1. RURAL,7. SNNP,17,01,8,88,023,01,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
071704088800902,1. RURAL,7. SNNP,17,04,8,88,009,02,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
071801088800504,1. RURAL,7. SNNP,18,01,8,88,005,04,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,1. YES
071801088801406,1. RURAL,7. SNNP,18,01,8,88,014,06,2. NO,2. NO,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,1. YES
071901088801705,1. RURAL,7. SNNP,19,01,8,88,017,05,1. YES,1. YES,1. YES,1. YES,1. YES,2. Wood and Thatch,,3. Thatch,,2. NO,2. NO,,1. YES
071901088803902,1. RURAL,7. SNNP,19,01,8,88,039,02,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,3. Thatch,,2. NO,2. NO,,1. YES
072001088800308,1. RURAL,7. SNNP,20,01,8,88,003,08,2. NO,2. NO,2. NO,2. NO,1. YES,2. Wood and Thatch,,3. Thatch,,2. NO,2. NO,,2. NO
072003088802401,1. RURAL,7. SNNP,20,03,8,88,024,01,2. NO,2. NO,2. NO,2. NO,2. NO,1. Wood and mud,,3. Thatch,,2. NO,2. NO,,2. NO
072005010100203,2. URBAN,7. SNNP,20,05,1,1,002,03,2. NO,1. YES,2. NO,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,2. NO
120101088801001,1. RURAL,12. GAMBELA,01,01,8,88,010,01,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
120102088800501,1. RURAL,12. GAMBELA,01,02,8,88,005,01,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
120103010100101,2. URBAN,12. GAMBELA,01,03,1,1,001,01,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
120103010100402,2. URBAN,12. GAMBELA,01,03,1,1,004,02,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,1. YES
120103088800301,1. RURAL,12. GAMBELA,01,03,8,88,003,01,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,3. Thatch,,2. NO,2. NO,,2. NO
120105010100102,2. URBAN,12. GAMBELA,01,05,1,1,001,02,2. NO,2. NO,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,2. NO
120105030100103,2. URBAN,12. GAMBELA,01,05,3,1,001,03,2. NO,2. NO,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
120105088800804,1. RURAL,12. GAMBELA,01,05,8,88,008,04,2. NO,2. NO,2. NO,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
120105088801201,1. RURAL,12. GAMBELA,01,05,8,88,012,01,2. NO,1. YES,2. NO,1. YES,2. NO,18. Other (Specify),shera,1. Corrugated iron sheet,,2. NO,1. YES,2. NO,2. NO
120106010100108,2. URBAN,12. GAMBELA,01,06,1,1,001,08,1. YES,2. NO,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
120106010100205,2. URBAN,12. GAMBELA,01,06,1,1,002,05,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
120106010100215,2. URBAN,12. GAMBELA,01,06,1,1,002,15,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
120106010100303,2. URBAN,12. GAMBELA,01,06,1,1,003,03,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
120106010100313,2. URBAN,12. GAMBELA,01,06,1,1,003,13,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
120106010100323,2. URBAN,12. GAMBELA,01,06,1,1,003,23,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
120106010100504,2. URBAN,12. GAMBELA,01,06,1,1,005,04,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
120106010100515,2. URBAN,12. GAMBELA,01,06,1,1,005,15,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
120106010100525,2. URBAN,12. GAMBELA,01,06,1,1,005,25,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
120201010100102,2. URBAN,12. GAMBELA,02,01,1,1,001,02,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,3. Thatch,,1. YES,2. NO,,2. NO
120201088800501,1. RURAL,12. GAMBELA,02,01,8,88,005,01,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,3. Thatch,,2. NO,2. NO,,2. NO
120201088802501,1. RURAL,12. GAMBELA,02,01,8,88,025,01,1. YES,2. NO,1. YES,2. NO,1. YES,1. Wood and mud,,3. Thatch,,2. NO,2. NO,,2. NO
120202088802101,1. RURAL,12. GAMBELA,02,02,8,88,021,01,2. NO,2. NO,1. YES,1. YES,1. YES,2. Wood and Thatch,,3. Thatch,,2. NO,2. NO,,2. NO
120203010100102,2. URBAN,12. GAMBELA,02,03,1,1,001,02,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,3. Thatch,,1. YES,1. YES,1. YES,1. YES
120205010100101,2. URBAN,12. GAMBELA,02,05,1,1,001,01,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,3. Thatch,,1. YES,2. NO,,2. NO
120301010100101,2. URBAN,12. GAMBELA,03,01,1,1,001,01,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
120301010100113,2. URBAN,12. GAMBELA,03,01,1,1,001,13,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
120301010100211,2. URBAN,12. GAMBELA,03,01,1,1,002,11,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
120301088800101,1. RURAL,12. GAMBELA,03,01,8,88,001,01,1. YES,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
120301088800201,1. RURAL,12. GAMBELA,03,01,8,88,002,01,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
120301088800404,1. RURAL,12. GAMBELA,03,01,8,88,004,04,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,2. NO
120301088800707,1. RURAL,12. GAMBELA,03,01,8,88,007,07,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,1. YES,2. NO,1. YES
120301088801001,1. RURAL,12. GAMBELA,03,01,8,88,010,01,1. YES,1. YES,1. YES,1. YES,1. YES,2. Wood and Thatch,,3. Thatch,,2. NO,2. NO,,2. NO
120302088800703,1. RURAL,12. GAMBELA,03,02,8,88,007,03,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,1. YES,2. NO,2. NO
120302088800803,1. RURAL,12. GAMBELA,03,02,8,88,008,03,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
120302088801002,1. RURAL,12. GAMBELA,03,02,8,88,010,02,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,1. YES,2. NO,2. NO
120302088801501,1. RURAL,12. GAMBELA,03,02,8,88,015,01,1. YES,1. YES,2. NO,1. YES,1. YES,2. Wood and Thatch,,3. Thatch,,2. NO,2. NO,,2. NO
120401010100108,2. URBAN,12. GAMBELA,04,01,1,1,001,08,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
120401088800504,1. RURAL,12. GAMBELA,04,01,8,88,005,04,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,3. Thatch,,2. NO,2. NO,,2. NO
120401088801403,1. RURAL,12. GAMBELA,04,01,8,88,014,03,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,3. Thatch,,2. NO,2. NO,,2. NO
130101088800107,1. RURAL,13. HARAR,01,01,8,88,001,07,2. NO,1. YES,2. NO,2. NO,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
130101088800202,1. RURAL,13. HARAR,01,01,8,88,002,02,1. YES,1. YES,2. NO,1. YES,1. YES,5. Stone and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
130101088800208,1. RURAL,13. HARAR,01,01,8,88,002,08,1. YES,1. YES,2. NO,1. YES,1. YES,5. Stone and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
130101088800309,1. RURAL,13. HARAR,01,01,8,88,003,09,1. YES,1. YES,1. YES,1. YES,1. YES,11. Corrugated iron sheet (Lamera),,1. Corrugated iron sheet,,1. YES,1. YES,2. NO,2. NO
130101088800407,1. RURAL,13. HARAR,01,01,8,88,004,07,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,2. NO
130101088800503,1. RURAL,13. HARAR,01,01,8,88,005,03,2. NO,1. YES,1. YES,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
130101088800702,1. RURAL,13. HARAR,01,01,8,88,007,02,2. NO,2. NO,2. NO,1. YES,2. NO,5. Stone and mud,,4. Wood and Mud,,2. NO,2. NO,,2. NO
130102088800104,1. RURAL,13. HARAR,01,02,8,88,001,04,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,2. NO,1. YES
130102088800111,1. RURAL,13. HARAR,01,02,8,88,001,11,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,2. NO,1. YES
130102088800301,1. RURAL,13. HARAR,01,02,8,88,003,01,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
130102088800408,1. RURAL,13. HARAR,01,02,8,88,004,08,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
130102088800415,1. RURAL,13. HARAR,01,02,8,88,004,15,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
130102088800511,1. RURAL,13. HARAR,01,02,8,88,005,11,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,2. NO,,2. NO
130102088800608,1. RURAL,13. HARAR,01,02,8,88,006,08,2. NO,1. YES,2. NO,1. YES,2. NO,1. Wood and mud,,1. Corrugated iron sheet,,2. NO,1. YES,1. YES,2. NO
130103088800103,1. RURAL,13. HARAR,01,03,8,88,001,03,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,2. NO,,2. NO
130103088800211,1. RURAL,13. HARAR,01,03,8,88,002,11,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,1. YES,2. NO
130103088800305,1. RURAL,13. HARAR,01,03,8,88,003,05,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,2. NO,1. YES
130103088800402,1. RURAL,13. HARAR,01,03,8,88,004,02,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,2. NO,2. NO
130104010100101,2. URBAN,13. HARAR,01,04,1,1,001,01,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,2. NO,2. NO
130104010100202,2. URBAN,13. HARAR,01,04,1,1,002,02,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,2. NO,2. NO
130104010100210,2. URBAN,13. HARAR,01,04,1,1,002,10,1. YES,1. YES,1. YES,1. YES,1. YES,1. Wood and mud,,1. Corrugated iron sheet,,1. YES,1. YES,2. NO,2. NO
