ea_id,saq14,saq01,saq02,saq03,saq04,saq05,saq06,saq07,cs10q01,cs10q01_oth,cs10q04a,cs10q04b,cs10q04c,cs10q05__Latitude,cs10q05__Longitude,cs10q05__Accuracy,cs10q05__Altitude,cs10q05__Timestamp
140702010700258,2. URBAN,14. ADDIS ABABA,07,02,1,7,002,58,1. MARKETPLACE,,13,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140705010700528,2. URBAN,14. ADDIS ABABA,07,05,1,7,005,28,1. MARKETPLACE,,15,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140707010700732,2. URBAN,14. ADDIS ABABA,07,07,1,7,007,32,3. OTHER (SPECIFY),Suqena gebya,15,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140710010701008,2. URBAN,14. ADDIS ABABA,07,10,1,7,010,08,3. OTHER (SPECIFY),Kehbretsebna suqe,21,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140711010701116,2. URBAN,14. ADDIS ABABA,07,11,1,7,011,16,1. MARKETPLACE,,24,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140712010701250,2. URBAN,14. ADDIS ABABA,07,12,1,7,012,50,1. MARKETPLACE,,18,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140712010701264,2. URBAN,14. ADDIS ABABA,07,12,1,7,012,64,1. MARKETPLACE,,18,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140713010701371,2. URBAN,14. ADDIS ABABA,07,13,1,7,013,71,1. MARKETPLACE,,20,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140801010800119,2. URBAN,14. ADDIS ABABA,08,01,1,8,001,19,3. OTHER (SPECIFY),khibretasebu twekayoche,10,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140804010800447,2. URBAN,14. ADDIS ABABA,08,04,1,8,004,47,3. OTHER (SPECIFY),khibretasebu twekayoche,10,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140807010800749,2. URBAN,14. ADDIS ABABA,08,07,1,8,007,49,1. MARKETPLACE,,29,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140809010800932,2. URBAN,14. ADDIS ABABA,08,09,1,8,009,32,3. OTHER (SPECIFY),wofecho bet & suke,28,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140810010801022,2. URBAN,14. ADDIS ABABA,08,10,1,8,010,22,1. MARKETPLACE,,26,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140810010801057,2. URBAN,14. ADDIS ABABA,08,10,1,8,010,57,1. MARKETPLACE,,26,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140812010801246,2. URBAN,14. ADDIS ABABA,08,12,1,8,012,46,3. OTHER (SPECIFY),yhibertsebu tewekayouch,23,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140813010801344,2. URBAN,14. ADDIS ABABA,08,13,1,8,013,44,1. MARKETPLACE,,13,,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140901010900115,2. URBAN,14. ADDIS ABABA,09,01,1,9,001,15,1. MARKETPLACE,,2,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140901010900128,2. URBAN,14. ADDIS ABABA,09,01,1,9,001,28,1. MARKETPLACE,,2,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140902010900263,2. URBAN,14. ADDIS ABABA,09,02,1,9,002,63,1. MARKETPLACE,,20,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140905010900503,2. URBAN,14. ADDIS ABABA,09,05,1,9,005,03,1. MARKETPLACE,,14,,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140906010900663,2. URBAN,14. ADDIS ABABA,09,06,1,9,006,63,1. MARKETPLACE,,21,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140909010900935,2. URBAN,14. ADDIS ABABA,09,09,1,9,009,35,2. SHOPS/STALLS,,17,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140911010901147,2. URBAN,14. ADDIS ABABA,09,11,1,9,011,47,1. MARKETPLACE,,27,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
140912010901207,2. URBAN,14. ADDIS ABABA,09,12,1,9,012,07,1. MARKETPLACE,,5,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
141001011000136,2. URBAN,14. ADDIS ABABA,10,01,1,10,001,36,1. MARKETPLACE,,17,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
141004011000409,2. URBAN,14. ADDIS ABABA,10,04,1,10,004,09,1. MARKETPLACE,,21,,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
141005011000511,2. URBAN,14. ADDIS ABABA,10,05,1,10,005,11,1. MARKETPLACE,,29,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
141007011000713,2. URBAN,14. ADDIS ABABA,10,07,1,10,007,13,1. MARKETPLACE,,18,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
141008011000847,2. URBAN,14. ADDIS ABABA,10,08,1,10,008,47,1. MARKETPLACE,,30,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101010100105,2. URBAN,15. DIRE DAWA,01,01,1,1,001,05,1. MARKETPLACE,,15,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101010100117,2. URBAN,15. DIRE DAWA,01,01,1,1,001,17,1. MARKETPLACE,,15,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101010100305,2. URBAN,15. DIRE DAWA,01,01,1,1,003,05,1. MARKETPLACE,,25,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101010100318,2. URBAN,15. DIRE DAWA,01,01,1,1,003,18,1. MARKETPLACE,,25,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101010100330,2. URBAN,15. DIRE DAWA,01,01,1,1,003,30,1. MARKETPLACE,,25,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101010100344,2. URBAN,15. DIRE DAWA,01,01,1,1,003,44,1. MARKETPLACE,,25,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101010100357,2. URBAN,15. DIRE DAWA,01,01,1,1,003,57,1. MARKETPLACE,,20,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101010100370,2. URBAN,15. DIRE DAWA,01,01,1,1,003,70,1. MARKETPLACE,,20,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101010100383,2. URBAN,15. DIRE DAWA,01,01,1,1,003,83,1. MARKETPLACE,,20,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101010100407,2. URBAN,15. DIRE DAWA,01,01,1,1,004,07,1. MARKETPLACE,,9,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101010100420,2. URBAN,15. DIRE DAWA,01,01,1,1,004,20,1. MARKETPLACE,,9,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101010100431,2. URBAN,15. DIRE DAWA,01,01,1,1,004,31,1. MARKETPLACE,,9,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101010100511,2. URBAN,15. DIRE DAWA,01,01,1,1,005,11,1. MARKETPLACE,,30,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101010100524,2. URBAN,15. DIRE DAWA,01,01,1,1,005,24,1. MARKETPLACE,,30,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101010100538,2. URBAN,15. DIRE DAWA,01,01,1,1,005,38,1. MARKETPLACE,,30,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101010100550,2. URBAN,15. DIRE DAWA,01,01,1,1,005,50,1. MARKETPLACE,,30,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101010100607,2. URBAN,15. DIRE DAWA,01,01,1,1,006,07,1. MARKETPLACE,,22,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101010100620,2. URBAN,15. DIRE DAWA,01,01,1,1,006,20,1. MARKETPLACE,,22,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101010100712,2. URBAN,15. DIRE DAWA,01,01,1,1,007,12,1. MARKETPLACE,,22,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101010100726,2. URBAN,15. DIRE DAWA,01,01,1,1,007,26,1. MARKETPLACE,,22,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101010100807,2. URBAN,15. DIRE DAWA,01,01,1,1,008,07,1. MARKETPLACE,,26,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101010100822,2. URBAN,15. DIRE DAWA,01,01,1,1,008,22,1. MARKETPLACE,,26,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101010100912,2. URBAN,15. DIRE DAWA,01,01,1,1,009,12,1. MARKETPLACE,,28,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101010101001,2. URBAN,15. DIRE DAWA,01,01,1,1,010,01,1. MARKETPLACE,,20,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101010101013,2. URBAN,15. DIRE DAWA,01,01,1,1,010,13,1. MARKETPLACE,,20,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101010101026,2. URBAN,15. DIRE DAWA,01,01,1,1,010,26,1. MARKETPLACE,,20,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101010110304,2. URBAN,15. DIRE DAWA,01,01,1,1,103,04,1. MARKETPLACE,,20,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101010110317,2. URBAN,15. DIRE DAWA,01,01,1,1,103,17,1. MARKETPLACE,,20,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101088800302,1. RURAL,15. DIRE DAWA,01,01,8,88,003,02,2. SHOPS/STALLS,,26,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101088800411,2. URBAN,15. DIRE DAWA,01,01,8,88,004,11,1. MARKETPLACE,,25,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101088800501,1. RURAL,15. DIRE DAWA,01,01,8,88,005,01,1. MARKETPLACE,,28,10. June,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101088801007,1. RURAL,15. DIRE DAWA,01,01,8,88,010,07,2. SHOPS/STALLS,,29,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101088801401,1. RURAL,15. DIRE DAWA,01,01,8,88,014,01,2. SHOPS/STALLS,,28,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101088801705,1. RURAL,15. DIRE DAWA,01,01,8,88,017,05,2. SHOPS/STALLS,,13,10. June,2019,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101088802010,1. RURAL,15. DIRE DAWA,01,01,8,88,020,10,2. SHOPS/STALLS,,12,10. June,2019,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101088802301,1. RURAL,15. DIRE DAWA,01,01,8,88,023,01,2. SHOPS/STALLS,,27,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101088802507,1. RURAL,15. DIRE DAWA,01,01,8,88,025,07,2. SHOPS/STALLS,,13,10. June,2019,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101088802704,1. RURAL,15. DIRE DAWA,01,01,8,88,027,04,1. MARKETPLACE,,27,10. June,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101088802908,2. URBAN,15. DIRE DAWA,01,01,8,88,029,08,1. MARKETPLACE,,20,10. June,2008,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101088803105,1. RURAL,15. DIRE DAWA,01,01,8,88,031,05,2. SHOPS/STALLS,,19,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101088803404,1. RURAL,15. DIRE DAWA,01,01,8,88,034,04,2. SHOPS/STALLS,,24,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
150101088803701,1. RURAL,15. DIRE DAWA,01,01,8,88,037,01,2. SHOPS/STALLS,,14,10. June,2011,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**
